"sub_count","total_views"
810000,288489505
280,62640
111000,142071836
38900,20123023
35,19654
45,19169
227000,206626360
790000,467690936
5890000,1483757228
18,3181
35,13988
15800,1931041
4,1602
15100,1557936
19400000,15721078679
791,91719
11300,337205487
43900,23309008
534,25077
679000,594498655
1510,1452315
246,3010142
112000,78091243
39500,16701445
18300,1474802
5760000,908968638
162000,33807899
1,1856
1580000,120375413
3430000,1458280690
32,73176
14200,728498
143,76890
363000,84316118
19500,15034030
12300000,1411783251
2630,321800
25900,2024744
4530000,3207783662
719,18466
14800,4086570
229000,36622250
1210,379400
187,27042
16200,180350
45,14227
718000,1964455195
321000,287149533
1540000,413453017
222,3368
753,10886
117000,656265213
57300,19655918
12600,3580374
312000,84558100
21,5819
37700,21478111
45200,969680
1730000,388922351
447000,84894501
657000,112382682
23,626
610000,63280017
717,519438
61200,3115071
9320,966098
84700,21116430
215000,138911924
57900,3285468
45900,2218228
459000,218354207
9820000,8384634740
1800,338961
60700,35607245
32000,3141209
8800,747678
13,9916
1980000,212735592
125,2470
3860,432463
817000,376554189
12500,1363549
141000,14501828
878,2438
4,365
64100,4990789
7480,1771056
461000,124835550
286000,22987890
767000,621190285
54000,2252482
567,90846
19300,697180
756,80624
31300,4449922
1070000,631484875
1460,82267
1930,348322
452000,220223402
10500,389284
1210000,132965240
1450000,315824324
92100,16206610
2140000,487715614
122000,21233836
33600000,10842712332
923000,343452108
77400,68658887
174000,185402126
176000,185165692
465000,19494649
184000,89753041
27400,1207320
86700,22588051
36,4360255
69700,4244171
695000,78535403
729000,258486852
8070,2783957
66,7023
0,137
4300,319356
83800,18278270
13,6109
321000,17824198
127000,25621184
4130,521954
17900,2661236
2940,236951
108000,15897149
3110,3659443
145000,19090710
730000,360737694
1750,873516
14,3039
12900,3715396
292000,62994214
1090000,361886653
93,15180
285000,24204933
733,172135
807,126517
411000,78918257
14400,15764712
1900000,225209988
1860,175910
2190,7287020
53900,21184897
4860000,4598668616
274000,32253044
120,59779
3020000,551362806
804,576637
60300,2460422
19900,88672
3970,15018083
288000,57145249
1610,171313
344,266411
134000,72120487
242000,410260588
75900,24807825
1,237
16300,1250946
4730,151230
12600000,7247277710
353000,83744016
18700,995555
20200,1012006
23,18978
1,61
5530,1086951
366,33801
2640,440902
3730,733236
4360,396482
3080,221117
36,8189
922,34574
7610,3479512
190000,68300550
385,272760
727000,571223685
6,543
2160,114197
625000,190399326
1110,270133
311,60795
540000,39403286
4640,852823
318000,248923234
55400,34169419
194000,28267520
29,1669
229000,43247266
8,3372
1540000,317432477
298000,71170668
1120000,535462022
4270,1201077
2180,554880
252000,137251556
214000,35921140
122000,7153462
1050000,73970931
8100,1039064
1590000,67162439
159,4789
572,1065862
56900,7082421
8380,806109
5190,199782
96000,3292722
12500,1713255
11100,356496
149,90958
44600,49305951
172,92462
13600,5511649
2,76
3860000,980768807
68200,34851459
2430,368008
5570,1023338
26300,874698
618000,55223798
43200,2374647
40,3321
1240000,202141089
932000,367768577
2160,1544324
687000,229793742
417000,80702317
843000,236814094
1180000,949490635
621000,102965940
564,435121
186,55545
7590,759411
233000,431927679
80600,45023387
4,1125
6830,671542
90,23351
267000,233019600
3430,1412819
219,92139
53,834
33300,2305126
115,3527
2420000,2290310122
0,85
94400,20504788
15800,4329064
1700,510013
719,143608
8770000,1917099473
3060,567747
13900,13795830
6,7291
743000,247970784
10500000,1878444685
3750,2856653
2420,784132
2800,707077
811000,50153951
40500,7908144
3890,880747
4760,673309
4890,188609
1470,354339
448000,77327363
445000,242866895
781000,62768321
89300,36081633
11400,930076
711000,526665589
306000,28426151
598,249084
2380,673179
375000,133640967
8400,910495
416,76673
707,109636
168,27180
147,13524
810000,576337392
2560000,765296275
332,41504801
436000,176361237
43,1277
494000,38511175
64700,73110131
27600,4601278
2050,45883
15400,368638
1240,301075
955,921966
42,1954581
267000,216371060
60400,3290597
449,484693
1530000,554162443
2040,106748
30100,7014954
6600000,707470597
3080000,1350795362
17900,1050662
5680,870427
1980000,1347292749
3450000,1517967897
933,26184
887,115743
8440,1381550
8230000,3845563840
34600,6974343
96900,56519017
13200,53382249
35,32216
1620,234623
208000,48719407
232000,170292722
698,164979
63400,5600683
971000,250955268
17500,6117985
45,3225
88500,26261262
7,1650
1430,83807
283,152524
80,1446
5,889
15300000,5004822014
88,12215
185,60966
269000,59664139
7,671
358000,114120700
14800,1586666
13000,2842885
1900,474868
259000,176447615
1290,212618
642000,50827910
4290,3704533
531000,233900841
87300,24996318
338,83727
7640,375316
30400,2270329
3600,269325
12100,680886
79300,7373263
355,261306
84800,1746522
152000,25206953
5870000,1546392658
542,347991
67800,18370081
7320,476925
27400,21820501
1500,434810
404000,228738475
4810,1447453
1790000,853847133
492,200937
3930000,9258571543
113,12283
1540,47828
6000,4334458
566000,83358811
2380,428338
1670,349484
819000,39511765
384000,46325465
113000,29656993
2930,1342989
34800,10758683
10600000,7667232037
101000,41508572
2670000,1380533102
445,161704
9760000,1836224356
2310000,675006183
42,8165
221,361273
4970,453865
144,59849
1230000,637993463
31,4940
1730,1338944
1310,649149
1550000,883856407
1740,380562
492000,515517946
5170000,4762381620
6770,5583473
170,17129
4780,301570
868000,571616021
5020000,3159076610
144000,63554929
22,6247
3620,56999
234,4604
44700,3348919
290000,135383030
284,1140413
207,78269
13700,1029874
618,68549
10800,1401182
30500,1696803
192000,26560748
49700,3199829
3220000,1604808455
21200,3754105
38400,20717626
6310,5152196
6300,878784
52100,2385239
461000,56953512
1590,1381707
996000,191284901
12000,6528989
3340,17211529
89,31929
88000,6887348
3580,1053041
360000,1056273523
535,105989
75,241894
6320000,11690470570
220000,97406250
419,11296
802,236450
122000,2108986227
1100000,306466823
14000,734194
2320000,353092712
507,45278
168000,75442157
80700,37631501
710,46962
3970,1448441
101000,44129000
7780,510258
353000,46738883
34300000,23293210558
1130000,106609753
339000,58797768
29,14550
7260,1134271
1680000,182118892
17100,1958065
3420,508177
2270,349325
621000,1564612568
8790,3369848
3590,3099485
28600,275144
6620,370779
4070,1255482
133,81608
420000,260910163
29800,15400260
314000,288051176
14,381
7180,1649664
132000,77349875
1390,830965
484,123964
2820000,1178917861
6810,248096
612,500778
1940,384035
28400,13053183
439,97371
9470,1802990
2210,91971
417000,145223391
29,3839
0,192
2750,4780631
1890,480080
113000,24399818
3050000,1086877255
417000,123779887
557,56782
1560000,455808413
25800,6144475
2,1608
128000,11162613
226,47575
403000,235018395
10800,3024606
783000,84323025
1480,394156
6620,1455093
69900,65612505
675000,210833282
349,52399
253000,110912231
827,1070179
93200,48783426
368000,39633452
9030,2406727
31100,532586
1600,629166
1810,66449
12,741
33100,5397130
9820,3755536
187,42093
466000,84998667
19,3669
52700,46701562
8730,754719
11200,4548442
273,84429
55200,25030571
4780,670781
3,454
10900,6506411
41400,13811718
24200,15714541
3010000,2260460901
6170000,1154072868
48700,4009332
665000,233005777
2820000,3227572789
393000,232585830
365000,34421546
92500,7189292
3520,883719
192000,18621638
344,37545
74000,2909578
11500,13295516
887000,211588970
84800,10872072
1200000,665068103
423,240458
252,196850
14600,575678
95200,23305056
18000,9709059
49800,9802676
14800,1541434
37100,2261989
117,26653
843000,193179275
1200000,561796413
69,9620
2810,93810
12,1591
5130000,3015170615
1770000,412791328
878000,306553514
4010,1672008
6460,911653
441,128423
2220,250063
216000,4789235501
339000,214861136
14500,452357
79,228323
428000,94203878
1030000,327399525
2690,72
601000,147801352
16,92910
115,18859
1580,1403271
392000,103898578
853000,138549610
3480,635523
0,1125
5730000,3804794371
485000,55866147
25800,224493
1460000,529811970
64200,10441099
22000,8435946
5500,386605
9620,216416
63500,38000293
685,108104
111000,1249394
3360000,2065115138
567,265327
937000,266451220
13800,2033127
124000,58773611
445,177652
1050,102494
8610,811964
1940000,792400095
299000,157830844
16800,3883005
345000,114699597
2800000,2161900609
5830,691088
849000,180348218
26100,15243704
180,135611
130,44807
3710000,606290809
11500000,9687337058
274,768497
3180,262430
9630,1181686
20,1260
21400000,9141288114
27800,1637765
25500,2051578
50300,9266123
350000,199957496
4320,140191
22400,6837972
828,160460
6110,1843068
49100,18038388
563000,391150675
3,215
5290000,3289580410
1480000,213135938
65100,64574757
16700000,1721408367
1380,380585
1520,584507
218000,20482446
17400,2101175
906,356697
39800,9704228
291000,26129005
40800,34953595
32,3842
1410,439216
2830,144754
778,505045
77400,4133157
7,69
319000,132182957
182000,33327821
34,1554
115000,64316532
1040000,406507726
5280,421770
478,103323
1,629
24600,5452448
275000,117573654
1670,539771
25800,4752041
61800,9738334
477000,328970126
6650000,2717646332
3260,986927
513,26156
15700,16942004
574000,245698486
1540,281546
6560,1339563
318,114128
2080,85918
2150000,1864992345
377000,68442271
21000,3649004
95900,7832041
219,77507
582000,269976478
4150000,443389088
27,1335
10100,1948846
1860,323273
614,351256
3820,474015
18700,3200273
5270,266039
7520000,5948950256
4050000,2203955308
243000,21783270
4070,1011730
98300,54718309
14500,40585616
71500,53333891
4800,728707
2100,895083
0,47
729000,305299757
1120,253297
386000,173412296
383,25796
17100,1715737
2890,204309
4170,1300997
57300,762437
75100,34873093
4380000,619079776
15600,2167116
3180000,354579705
386,168755
309000,138930310
66700,10868236
559,364057
0,323
198000,223028603
59100,28480506
70100,30603089
85,2147
1420,42756
43900,103943759
39500,5848770
22800,2124297
10700,675155
128000,13996469
129000,21231449
2280,1091411
522000,108695755
433000,77682582
2330000,1763870408
10900000,2664110621
18400,3498081
1560000,211042080
12600,2290883
1070000,863586672
3760000,1364751101
0,89
249000,69856350
133,53118
51100,27511740
1530,486393
20300,1004306
65700,10495357
14500,10377241
1360,213549
1920000,1076311389
4920,16222145
6660,1861142
1370000,599156287
4910000,2180115519
2740,1236927
3640,93781
541000,26712993
35500,8821991
9670,16833639
3,1683
953000,304716352
101000,8065013
409,113600
15,3244
2620,69754
22200,15123735
2130000,1283085409
1650000,272303720
9290000,3423417278
140000,143738017
44600,70359859
141,89042
7590000,2413545897
1130000,230327611
2650000,505001681
114000,36892951
4480,528701
389000,148811327
368000,64333124
212,9952
598000,87701281
12,60
237000,114607170
294000,59302041
48,6946
475000,90276284
130000,26905310
2990,2051030
134000,45925211
91700,15381818
12,1916
1160000,307568539
643000,466177312
1000,496679
414,75587
1020000,324463438
4700,838138
312000,71585520
17800,4379671
599,62842
1590000,172026080
13800,3583215
487,28018
513,36637
108000,6018809
55,14849
11000,1408822
3080000,1656079470
596,318805
201000,49915434
216000,33354631
3610000,1066215116
40100,4772374
1810,67180
999,619475
603000,194528480
2080,190303
461000,134425511
194,2443
221000,114529873
25100000,7969561251
7060,3581679
426000,36946739
538000,94998739
105000,35726238
407,84475
45,17547
13600,18242450
29600,20104605
1090000,400367433
269000,94858127
337,95423
10000,5774584
462,48976
5470,114755
687000,50559551
18000,3545594
386000,25513681
768,514715
24600,1764782
2120,354235
663000,176195268
1150,96679
1,246
1170,60210
17800,3150378
508000,107813385
9750,2003229
6510,3914570
83000,11176261
132,18204
12200,1355109
51100,5717864
52,6620
3750,2133677
5910,203349
19500,3839353
984,227883
91700,4911337
67,4886
918,266406
512000,106637574
5330,3874972
228,158882
669000,329147316
3570,918824
19900,7961547
13600,4128759
2660,555629
6130,493851
22100,5853332
55800000,33431912252
3930,1926218
7740,444449
2490000,724833463
4610,894897
386,199820
19600,962631
21300,20054597
1240,250724
4,948
92,7456
275000,36600888
4010,899470
1390,204974
184000,27511547
105000,36212890
1510000,394108969
20600,9218228
31000,23444124
25000,7274675
69100,20863080
2810,241723
70200,9788872
2090,1718957
137000,18418324
2140000,309104180
252000,82037275
32900,66924777
127,42295
2980000,522723258
3230,398496
82400,27809370
3600,17513235
143000,35932195
19200,11473975
1880000,282117075
685000,180976850
7110,6165695
49000,48888361
27300,7929648
692,95489
325000,34209028
0,182
4770,407193
237,5702
1970,423010
23500,20619333
71500,5295568
1870,714807
10,153
26600,82123652
2200000,1008154959
1620000,771371696
5180,387234
46400,7020000
8850,990120
8730000,6200783437
13400,1049754
432000,387530790
87400,4175035
55,5895
12900,927633
42700,12644300
914000,1609321267
4140,867833
2850,910691
1170,33398
10100,1173956
18300,278083
3170,718561
575000,800061099
348000,55966627
486,147941
294,409806
1470,283669
52900,6546498
125000,7979645
57300,5297725
73600,107080944
3,3621
284000,152880793
107000,19777312
17900,6495435
7670,728659
749,368279
14200,2102380
8430,1933499
263000,83181239
67,26506
14,642
8110,1043692
3490,582735
325000,96437704
35500,5599056
695,67907
66800,22559753
4120,187805
3730000,2099309968
1100000,177970971
191,60616
1980,2438206
1960000,389892001
64500,1210930347
300000,81400186
1610,433553
367000,63331418
13200,31241932
10800000,2546719322
15400,519548
0,1281
335000,39227843
530,585184
12800,16415506
11,1180
206000,26038746
0,1554
213,8480
5690,600956
566,325986
51900,24403891
2560,1531434
4580000,7707967330
43500,2817248
73000,21213913
8070,274704
1470,112316
315000,70183299
427000,129894232
37100,10642841
1540,1030697
26,359
748000,124453275
95600,3952847
1280,220973
122000,13410400
84800,18886004
1590,712219
0,699
524,45088
12400,1607146
18800,13587288
426000,236271486
11,3833
3980000,2178463506
105,535429
23,7628
73,247
5450,1805356
82400,56032699
1180,670129
684,599687
350000,170915725
20,624
3070000,380751647
101,35126
6890,5885604
2680,508547
7530000,3239282626
39,26551
2560000,276673429
14800,360238
151000,56920923
40500,30028315
1610000,158549330
770,977176
66100,17960885
41700000,25431125227
1140000,123116534
303000,36389922
99600,43092109
12400,4555763
155,19939
12700000,7289209819
26,4328
10800,981719
79800,21284235
2,2425
2100000,445760965
395,106106
751,267307
1460000,1457814438
137000,195585115
5000,945365
1850,120005
29300,9093790
367,212985
8,2573
665000,139272277
444000,458274252
747000,77847198
50600,21081417
314,198793
5570000,2639244255
6600,272441
18800,10502535
254000,261830748
201000,17293962
3620,2631259
38,7462
1590,1606812
2320,732741
84,3595
3330,29221
217000,28009567
3070,1491482
31700,5359694
60,25917
32400,4015933
18100,4171178
47,10313
50000,51698834
4520000,1437076809
235,50928
325000,53442160
4920,437978
305,37767
186000,25028748
2600,214765
369,57334
280,217991
1010000,316530643
1930,415398
72300,19422896
1650,528433
5500,11804359
17200,1311843
2280000,550732517
877,521899
2920,366004
2100,412100
616000,216345258
1700000,640836674
128000,24116998
171000,33541063
853,13765002
215000,62250593
115,49994
8710000,7517681640
296,48125
24,1103
45400,6223610
10100,511426
1760,188750
59400,3570327
118000,19660181
395000,84007124
58,8893
672000,267070679
591,26414
1750,312223
3880,722807
201000,81228243
62200,5388102
92900,1763669
682,67034
543000,82124094
4,9264
1500,50477
1570000,545159803
143000,119389836
496,841330
60,6068
3250,359510
99600,5177287
1020,130099
254,260202
291000,197362974
1830000,457733038
425000,465016837
4110000,879863421
181000,45408869
2140,97815
3610000,1157995997
82400,8645417
2310,1166030
477000,273315483
103,8929
129,28315
89100,21024309
2500,222759
447,141180
7170000,3175444807
309000,163430373
4280,1019772
40600,10534116
84,8490
557000,201949218
12200,16367086
298,71344
126,22848
42000,13102946
4430000,1823324547
11500000,989424534
833000,460634190
8160,1828864
171,4734
88,7607
24400,9565200
1840,3383173
293000,234049574
677000,195248050
1230000,735370603
12,3402
284000,140702676
179,95267
221,32241
64,2481
965,380298
160000,61300392
40700,2037313
84100,43669639
44500,6045624
3650000,1322375658
41400,24151890
3030,240344
779000,156282392
3580000,343516776
195,78638
1,396
15500,48075933
68000,31363856
261000,10579344
32900,27510125
50,2787
2580,1665971
3100,1187365
198,8615
12,2795
7830000,3617353867
745,1026508
18500,4201092
7860,3644464
53,7268
34100,1884828
4450,356612
13400,10246183
324,4747
2650,843208
5510,1809668
1280,171828
491000,193392127
12900,1163417
2170000,1015698503
13200,2015913
27900,10103518
27200,14771981
238,55068
69,145646
3220,3569377
14,21175
25400,15993886
24400,8886308
5760000,323038679
3670000,729377395
2140,341758
196,27650
36600,21709749
194000,42016627
875000,113968886
143,13024
1770,49356521
138000,15907580
12800,8154522
112,24516
244000,26798815
880000,102057040
1150000,618086344
2,1802
54400,4567606
2460,1071770
6,6199
9630,44338
77,4862
2240,530113
1610000,1678909295
12400,1950343
5990,4344701
91100,35161483
2940,319187
39300,1379621
254,7543
45700,20685880
126000,17709941
1840,925409
655000,112611351
111000,25532461
333,47724
31500,4056425
21,8862
23,192
515,43547
107000,325752474
51,10611
16300,4173940
22300,2187610
284,17675
275000,135088819
41,6164
7420,7792309
16,665
314000,112393836
4910000,524100105
1190,270042
3,23795
425,233446
2080000,915433748
98800,105826258
28200,8415850
4210,175760
2540,852666
1760000,1264292229
15300,7117654
23300,40651352
102000,84608070
128,4405
914,37097
17200,708112
423000,64179410
508000,35913685
117,24535
288,98189
8270,413036
9140,3237438
1090000,427412802
0,4
60100,28973773
65600,8713734
241,59569
444000,162138075
614,1188
138000,57327970
3240000,1228388892
1650,681124
10600,367223
2690000,408399169
785,16089
4840,581049
2940,4123005
25200,3745753
7770000,7707877160
755000,305450177
2270,74735
283,75015
581,565404
105,20267
1030,253120
60,22260
3,27
35,790
57500,4070421
21600,3373795
8360,1603066
68,6303
300,100759
5,889
326,40757
422000,162761151
5380000,4194671320
52200,44351065
15500,14216328
2850,641862
5060000,1298877956
23500,3130443
225,12783
2540,1972945
67500,5855326
873,301665
10700000,4119777577
3900,507393
15600,1541851
1,9
10400,2385875
2830,15135578
882000,300262283
25300,2367536
907,33511
8,386
102000,24771793
155000,17796404
7,2293
1230,129821
296000,147470300
95300,79856666
839000,118191790
174,87484
0,122
2160000,1218122642
7940,1214221
1460,312832
11100,747944
12000,1283810
32200,2223101
673,291900
6,332
9410,3490503
1620000,153077807
8070,922822
124000,50166527
4080,144188
2390,305531
10800,2152022
61900,1444463
23300,34747509
56,126456
115000,32024002
432,82621
1080,705465
2080000,314840227
2050000,345004967
31000,2349752
115000,33097663
545,358526
262000,31042661
45100,24698628
2,8169
1820,340881
17900,10402281
433000,93272835
1030000,355826032
269000,131835490
4590000,808780314
33800000,25182977014
1360,339561
11900,1537967
335,66242
445,754385
23700,4602114
1370000,1041855897
56,7390
533000,258563953
1040,1240131
60700,29709412
634000,100345181
159000,114905492
329000,134016889
3090,1034672
417,22577
1080000,92880421
1100000,585961048
17500,3177773
5,296
15900,2919480
1290,89802
25700,12330060
1190000,338973849
0,69
113000,81841044
73000,9153276
250000,234853392
87100,263934650
1210000,328656741
28200,2039052
420,55916
663,29973
388000,64973251
1720000,399168962
154,449444
1060,28420
201000,158125340
63900,5262016
371000,64346411
165000,9344515
7130,347305
168,14177
35,11184
376000,131157178
52700,3395511
272000,70560532
10700,6561743
478,9057443
339000,85870259
250000,32159014
347,103987
43200,7806154
106000,21502198
1410,611042
42500,142659714
25600,11647141
20400,9498502
7290,1690269
971,513557
386000,103223954
1000,96817
12100,2265196
2470000,1524085286
713000,193832360
62300,11855064
2330,152923
23200,1678137
147,13181
123000,37700719
56800,9246856
25200,6327675
120,55007
5690,626950
10100,2757330
31,16085
3260000,991659650
4490,50062
108000,5918121
2840,1782704
3360,724037
862000,293126532
81700,46846423
837,31522
15500,4561687
29600,2430215
1430,479310
39000,5091193
171000,21246847
51100,4583004
1390,186566
364000,164750862
39600,8217002
1050000,177721264
95,12382
36700,1947840
40,18903
60400,18285676
54900,12204952
5950,501461
25500,7994214
0,172
24400,11147003
8680,4276677
95600,16023607
2880,857850
15500,2887617
214000,32641312
7440,1043774
1670000,233892893
9560000,4708857897
275000,45238487
3290,227014
15000,20790166
242000,52169395
61400,4684003
9420,2013068
42700,58147766
66,132458
271000,32086107
409000,141728713
3260,227496
244000,77741446
99000,6783848
537,248368
32,34311
466000,150920065
66800,13543965
40400,5870080
15200,7424366
9760000,2106764242
372000,80475675
32800,4075319
134000,38009278
317,168654
1540000,693841533
2,253
4090000,1599942744
535000,83561138
19600,6920993
9740,8876376
33800,48972533
27,1449
10000,1700616
24700,3728536
998,308449
243000,103269651
575000,374862207
101000,40388449
5910,2081936
3680,3427091
137000,91721320
54,2831
417000,154442752
39,7192
65300,7325572
1270,82284
3130,577118
5060000,1157864284
850,128311
2980000,2822718230
89800,7094638
700000,691828414
4830,740164
1630,669575
2200,767964
1320,143302
3020,137569
6950,1780075
65500,10562493
2230,454858
1580,47887
1020,31803
2,374
2070,314705
5340,1060163
58,110042
8470,1112957
1380,453209
83600,100730012
31100,3454936
12,10118
6280,454733
126000,40185687
2850,2906354
6670,456112
92700,56888813
6460000,3749302395
1110,1326578
152,31091
150000,22211388
160000,40945098
8640,1981134
2050000,1790981839
10500,8871841
3680000,4113469633
644000,415828932
58,3604
22,8095
3540,786173
79,55837
424,25554
163000,31216748
382000,46369079
18300,1517882
2610,294139
4720000,3862163152
95,23027
4100,4177474
22600,4363576
422,76066
267000,17245735
83,31978
345000,105191557
384,1314158
766000,384459918
40300,28026493
80,5485
2030,76529
285000,139598793
40400,5924075
301000,54304301
14500,1726745
106000,7768274
5760,893282
496,179568
28,5384
18700,12546919
807,537917
787,14295
0,5
545000,139175703
7410,2763889
114000,9162979
1640,439066
8930,423499
59,6495
729000,183030329
2050000,116017287
926000,606558882
5090,6380779
27100,16410846
1290,269478
1890000,280571955
622000,105148932
243000,78128383
357,71422
0,1
3050,179727
5100000,1756742176
1640,172103
443000,221720709
641,320242
55400,16101155
49,5687
26500,15029363
26,2965
136,2622
16800,1959248
7000,3005845
1410,82249
31000,23402622
119,8073002
3360,801026
2400000,813734606
21600000,11008164415
359,96208
13600,5543375
16100,6583326
582000,140830260
755000,193072155
81900,11952866
1,612
12900,4319913
10700,446821
124,8966
78600,17035326
38000,9066678
97,9351
568000,42124959
8370000,2640129572
18500,3257063
1960,419549
34800,4389600
145000,26590728
88800,7839535
14400,1066641
681,173647
8670000,1474902901
787000,118637006
13400,31966642
3320,1171848
1390000,433473361
11100,1312892
37600,8833632
111000,6544059
291,322082
608,146875
1,22
32800000,19951247788
4480000,161170746
139000,88664158
4260,2586671
3450000,485254343
411000,98054965
57,7536
172000,25244601
776,281763
1010000,76513577
652,139831
53700,15039317
26100,5772807
3,828
12800000,15871437555
16700,4470195
23700,5388110
92900,36453727
403,222469
1650,1477057
178000,11458792
54400,2085973
1200000,2165322165
1090000,14088298
67600,19108365
67400,45097911
471,74128
7450,2021683
2820,445184
226,43198
95000,30348799
65,1109
57400,7643236
1320,174520
438,257320
174000,15397040
329,51603
17000,9079350
1360000,686692107
56800,4522718
0,18
589000,62922822
5,118
152000,93365231
273000,21619039
21800,2455320
172000,10190699
48600,3532855
1370000,199920106
7350,475270
291000,224268150
9630,1106176
668000,220909125
0,160
3240000,824285702
1160000,146742122
286,4960
13100,11894329
104000,26534172
19200,1751993
408,91351
70300,3508950
1150,197298
35700,15288811
6510000,1134827785
44800,6989864
9810,15112170
4000000,593267030
591000,182335627
7440,41447457
478,25486
23000,9184840
988,73547
644,141211
0,91
37700,15112252
32,8596
157000,29362146
2120,453152
627000,101963821
193,31989
10300,4682158
8420,4400076
2960,1561252
12400000,4632284519
13100,1280986
1160000,458103097
332000,120591320
94000,31534
265000,122473289
9,3809
223000,151336556
1950000,631340814
769000,78857750
18400,3089477
934000,471405313
2810,958272
3,9004
15200,106591
14300,1690620
69700,35243442
553000,436969422
1690000,1182451137
43700,26876593
309,33930
22400,12170493
286,12737
877,450432
599000,91766844
2100,4050805
133000,16885300
525000,211810938
78,1927
50,1092
0,19
4980,290952
3340000,672715590
17500,1520523
52,5618
63,34505
305,44198
356,49333
4860,917012
366,61170
11100,1262686
6060,397906
26900,2524732
465000,94664681
3840,175490
2,378
587000,145009760
382,283805
47900,20139080
111000,13573266
411,6869625
38900,8620515
264,31773
10300,968958
2270,864413
2650,100731
103000,20671417
266000,292953528
764000,63445016
3400,4040913
915000,240507926
41100,3622408
4370,1675299
132000,15835364
5800000,447797201
2570,868912
2970,1411390
399,93911
23900,8553087
108,12595
113,24743
284000,31538111
19500,7776849
282000,175841060
460000,94978757
3320,1666672
21700,4914338
2660,587217
95,30027
742000,40060559
12200,1400825
17800,519184
181,20599
15,1142
406,87090
3620,163191
150000,29629123
8230,1513830
333,378012
2490,93112
16100,2356715
2810,354347
1540,491478
1860,69453
1010,831842
2620000,434493720
141000,55202851
1080,861104
506,133319
633000,126481727
8300,11121555
8960,502549
1260,1629665
4270,3815048
4550000,1017907541
866,128349
2350,1064606
6210,845545
7050000,710889653
108,11043
85800,15806170
2700000,1419953155
1240,97142
247000,37252052
388000,195850886
76200,22228955
1160000,317635753
12700,5295720
1110,183127
59200,2046583
2020,1559191
16100000,8974506000
21,3486
5040,1302610
8,4741
18400,4557963
365,151204
4350,170856
388000,164785492
551000,97685278
2800,1070637
312000,256762695
1880000,752389087
39900,3734895
2050000,507259663
4540,304151
3420,749335
5810,4385864
231,172045
322000,79701390
1490,4004432
164000,38031605
74000,6534577
1520,64147
271000,71791343
66,33484
34900,9680928
10800,2773728
586000,363310314
473,118560
46,2021
18000,2341156
34300,6792125
3770,313380
941,346366
61300,4740472
2590000,369804305
594000,207335483
461000,193926682
94800,47104136
284000,46052036
51,5521
210000,28598840
33,6590
510,85194
4940,737896
2860000,2919142157
24100,3267841
1010000,463606009
23,51130
169000,21354928
645000,497622306
203000,72021010
34600,11072541
110000,40800044
37400,6426745
305,238418
6210,1283843
4410,1157003
9100,346465
12300,924041
21600000,16235830872
550,50039
123000,16547889
705000,186951426
74500,27614879
55,5704
13300,855720
81700,16961866
4230000,4477824194
13200,3160565
34300,306641
200,345396
17,32001
2750,52477
1280000,613024182
915,34527
5110,4086829
784000,226571952
1100000,440923087
606,210194
1310,904813
244000,89736560
22,47949
375,51525
0,14
3550,97591
636,132702
31,9442
54000000,31472569633
1140000,673934025
5050,860289
1640,115438
16900,150064
67,9476
1520000,392102915
1450,202270
4850,1267421
158000,23261240
339,71639
293,2163
0,39
5060,1727043
363,32233
4880000,5030500335
198,51488
1430000,437318361
111000,100144877
1400,1363277
131000,23803128
256000,63709076
14200,538229
8980000,7969494440
2420000,773939262
300,8917
141000,24165141
10900000,2392500493
3420,323973
627000,237353225
0,5
502,78145
329000,19393972
9590,5333124
1820000,298071238
127,20282
1290,339755
3280,405028
5110,1880875
1250000,486141896
0,34
4170,4251946
39100,3925350
114000,16695177
11800,2253136
35200,12067327
2010000,1781540232
290000,129939833
1080,377691
261,124928
36700,1754284
538000,657714258
202000,20968935
2070,729980
336,261302
24,15799
14,26179
4870,4109283
21,15766
216,671
76100,10565601
553,96520
2620,736070
113000,66815430
68600,7544779
1990000,4158948441
8560,526764
19900,2664743
450,53123
13000,2844508
144000,5647815
2050000,338785320
55200,12994715
58300,73902675
834,93231
3910000,1256407914
4070,2123848
792,671358
15800,8927345
0,272
1150000,378015169
484,5572
37,6787
28,2409
1220,405514
1530,231403
20800,5875505
1540000,353670868
5250000,4858771181
46900,7125847
552000,165445890
19300,4586787
246000,148492464
230,31048
1590,3459387
267000,154269828
20300,19141651
13000,4322676
1290000,593553823
92400,195204968
61200,3810240
166,10100
18800,921078
53500,5148827
401,61898
952,489582
338,212063
39500,2407227
2,110
105,100722
713,99543
418000,122472332
105,4804
30,2392
90300,45139316
937,166140
78600,1060817
161000,19822594
435,21186
6060000,577754934
24,6995
45900,12420346
392,38774
517,331357
153000,122476378
483,43693
3010,275341
530000,226174196
312000,176287996
25,5262
12200,4564478
24800,7571832
569000,147476566
323,7021
510000,129975871
106000,22296692
179,106938
52,15003
3880000,2656960515
1240000,538687286
429,292183
463,203922
783,507916
14,612
111,13397
25000,1733687
4110,1127047
761,225951
1940000,6720250331
323000,29951657
352000,38142270
87800,32704939
66200,14138099
49,17554
1040000,207063549
10900,351705
92500,46098328
24600,8144401
3210,1154600
13,2682
69600,21463395
626,15527
4280000,498032099
291000,46752347
66,4180
36,7692
278,59770
835000,97046012
2000000,214185141
2380,2853548
102000,35367327
38500,8941429
1520,395251
2420,303421
21700,5927335
